"Item","madde1"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",8,0.0563380281690141,-0.0307397868014002,-0.0210727969348659,0.0555555555555556,0.0256410256410256,0.105263157894737,0.0344827586206897
"","A",26,0.183098591549296,-0.315412048622113,-0.277777777777778,0.277777777777778,0.179487179487179,0.236842105263158,0
"","B",25,0.176056338028169,-0.371942620133322,-0.292145593869732,0.361111111111111,0.205128205128205,0.0526315789473684,0.0689655172413793
"","C",17,0.119718309859155,-0.317617328153103,-0.21551724137931,0.25,0.153846153846154,0.0263157894736842,0.0344827586206897
"*","D",66,0.464788732394366,0.463534632107145,0.806513409961686,0.0555555555555556,0.435897435897436,0.578947368421053,0.862068965517241
"",""
"",""
"Item","madde2"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",24,0.169014084507042,-0.0800450043490888,-0.000957854406130276,0.138888888888889,0.153846153846154,0.236842105263158,0.137931034482759
"","A",23,0.161971830985915,-0.316042084115444,-0.223180076628352,0.361111111111111,0.128205128205128,0.0263157894736842,0.137931034482759
"","B",18,0.126760563380282,-0.3032099568244,-0.166666666666667,0.166666666666667,0.256410256410256,0.0526315789473684,0
"*","C",67,0.471830985915493,0.341265511660323,0.557471264367816,0.166666666666667,0.384615384615385,0.657894736842105,0.724137931034483
"","D",10,0.0704225352112676,-0.29283061742585,-0.166666666666667,0.166666666666667,0.0769230769230769,0.0263157894736842,0
"",""
"",""
"Item","madde3"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",3,0.0211267605633803,-0.166624963251675,-0.0555555555555556,0.0555555555555556,0,0.0263157894736842,0
"*","A",81,0.570422535211268,0.259813932703101,0.473180076628352,0.388888888888889,0.461538461538462,0.631578947368421,0.862068965517241
"","B",22,0.154929577464789,-0.262287223983788,-0.208812260536398,0.277777777777778,0.128205128205128,0.131578947368421,0.0689655172413793
"","C",14,0.0985915492957746,-0.146174530147416,-0.0766283524904215,0.111111111111111,0.0769230769230769,0.157894736842105,0.0344827586206897
"","D",22,0.154929577464789,-0.28434770469779,-0.132183908045977,0.166666666666667,0.333333333333333,0.0526315789473684,0.0344827586206897
"",""
"",""
"Item","madde4"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",27,0.190140845070423,-0.243897034301117,-0.181034482758621,0.25,0.153846153846154,0.263157894736842,0.0689655172413793
"","A",18,0.126760563380282,-0.240617198865717,-0.159961685823755,0.194444444444444,0.179487179487179,0.0789473684210526,0.0344827586206897
"","B",36,0.253521126760563,-0.159282393499185,0.0402298850574713,0.166666666666667,0.41025641025641,0.210526315789474,0.206896551724138
"","C",20,0.140845070422535,-0.295306002487857,-0.21551724137931,0.25,0.179487179487179,0.0789473684210526,0.0344827586206897
"*","D",41,0.288732394366197,0.391566578952731,0.516283524904215,0.138888888888889,0.0769230769230769,0.368421052631579,0.655172413793103
"",""
"",""
"Item","madde5"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",28,0.197183098591549,-0.140930205737425,-0.0354406130268199,0.138888888888889,0.256410256410256,0.263157894736842,0.103448275862069
"","A",20,0.140845070422535,-0.309030335851504,-0.222222222222222,0.222222222222222,0.179487179487179,0.131578947368421,0
"","B",17,0.119718309859155,-0.163781456124587,-0.0842911877394636,0.222222222222222,0.0256410256410256,0.105263157894737,0.137931034482759
"","C",32,0.225352112676056,-0.316983658351655,-0.292145593869732,0.361111111111111,0.256410256410256,0.184210526315789,0.0689655172413793
"*","D",45,0.316901408450704,0.389652465222325,0.634099616858238,0.0555555555555556,0.282051282051282,0.315789473684211,0.689655172413793
"",""
"",""
"Item","madde6"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",7,0.0492957746478873,-0.111303036168817,-0.0210727969348659,0.0555555555555556,0.0512820512820513,0.0526315789473684,0.0344827586206897
"*","A",113,0.795774647887324,0.243272374499059,0.326628352490422,0.638888888888889,0.743589743589744,0.868421052631579,0.96551724137931
"","B",11,0.0774647887323944,-0.272410156472385,-0.138888888888889,0.138888888888889,0.102564102564103,0.0526315789473684,0
"","C",9,0.0633802816901408,-0.243037983762323,-0.111111111111111,0.111111111111111,0.102564102564103,0.0263157894736842,0
"","D",2,0.0140845070422535,-0.178066435936654,-0.0555555555555556,0.0555555555555556,0,0,0
"",""
"",""
"Item","madde7"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",13,0.0915492957746479,-0.192681007333692,-0.0488505747126437,0.0833333333333333,0.179487179487179,0.0526315789473684,0.0344827586206897
"","A",14,0.0985915492957746,-0.325085518252762,-0.166666666666667,0.166666666666667,0.179487179487179,0.0263157894736842,0
"","B",15,0.105633802816901,-0.396069946025753,-0.277777777777778,0.277777777777778,0.128205128205128,0,0
"","C",8,0.0563380281690141,-0.173911803754191,-0.0833333333333333,0.0833333333333333,0.0512820512820513,0.0789473684210526,0
"*","D",92,0.647887323943662,0.421905318829451,0.576628352490421,0.388888888888889,0.461538461538462,0.842105263157895,0.96551724137931
"",""
"",""
"Item","madde8"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",26,0.183098591549296,-0.195639871435889,-0.146551724137931,0.25,0.205128205128205,0.157894736842105,0.103448275862069
"","A",17,0.119718309859155,-0.278262118334148,-0.222222222222222,0.222222222222222,0.128205128205128,0.105263157894737,0
"*","B",69,0.485915492957746,0.298216837760922,0.543103448275862,0.25,0.384615384615385,0.578947368421053,0.793103448275862
"","C",16,0.112676056338028,-0.211255226032087,-0.0632183908045977,0.166666666666667,0.128205128205128,0.0526315789473684,0.103448275862069
"","D",14,0.0985915492957746,-0.23348007275299,-0.111111111111111,0.111111111111111,0.153846153846154,0.105263157894737,0
"",""
"",""
"Item","madde9"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",21,0.147887323943662,-0.0164345945295239,0.0957854406130268,0.111111111111111,0.153846153846154,0.131578947368421,0.206896551724138
"","A",32,0.225352112676056,-0.160201657738954,-0.146551724137931,0.25,0.205128205128205,0.315789473684211,0.103448275862069
"","B",34,0.23943661971831,-0.287301357482171,-0.271072796934866,0.305555555555556,0.307692307692308,0.263157894736842,0.0344827586206897
"","C",22,0.154929577464789,-0.31509426505667,-0.208812260536398,0.277777777777778,0.179487179487179,0.0789473684210526,0.0689655172413793
"*","D",33,0.232394366197183,0.315256650035629,0.530651340996169,0.0555555555555556,0.153846153846154,0.210526315789474,0.586206896551724
"",""
"",""
"Item","madde10"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",4,0.028169014084507,-0.0627440977503787,-0.0210727969348659,0.0555555555555556,0.0256410256410256,0,0.0344827586206897
"*","A",71,0.5,0.284763423614844,0.633141762452107,0.194444444444444,0.564102564102564,0.473684210526316,0.827586206896552
"","B",23,0.161971830985915,-0.0925614139416505,-0.014367816091954,0.0833333333333333,0.205128205128205,0.263157894736842,0.0689655172413793
"","C",21,0.147887323943662,-0.438150662112671,-0.416666666666667,0.416666666666667,0.0769230769230769,0.0789473684210526,0
"","D",23,0.161971830985915,-0.242506348455531,-0.181034482758621,0.25,0.128205128205128,0.184210526315789,0.0689655172413793
"",""
"",""
"Item","madde11"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",3,0.0211267605633803,-0.0515207391910091,0,0,0.0512820512820513,0.0263157894736842,0
"*","A",62,0.436619718309859,0.503144308971197,0.75095785440613,0.111111111111111,0.230769230769231,0.631578947368421,0.862068965517241
"","B",27,0.190140845070423,-0.364849796616832,-0.375478927203065,0.444444444444444,0.128205128205128,0.105263157894737,0.0689655172413793
"","C",27,0.190140845070423,-0.352874725200958,-0.181034482758621,0.25,0.358974358974359,0.0526315789473684,0.0689655172413793
"","D",23,0.161971830985915,-0.277227871872412,-0.194444444444444,0.194444444444444,0.230769230769231,0.184210526315789,0
"",""
"",""
"Item","madde12"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",27,0.190140845070423,-0.0909066447813747,0.0268199233716475,0.111111111111111,0.230769230769231,0.263157894736842,0.137931034482759
"","A",27,0.190140845070423,-0.432217007519837,-0.416666666666667,0.416666666666667,0.205128205128205,0.105263157894737,0
"","B",13,0.0915492957746479,-0.276835176033062,-0.194444444444444,0.194444444444444,0.0769230769230769,0.0789473684210526,0
"","C",12,0.0845070422535211,-0.283154629051587,-0.132183908045977,0.166666666666667,0.128205128205128,0,0.0344827586206897
"*","D",63,0.443661971830986,0.434420124835197,0.716475095785441,0.111111111111111,0.358974358974359,0.552631578947368,0.827586206896552
"",""
"",""
"Item","madde13"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",13,0.0915492957746479,-0.158748143212988,-0.00766283524904214,0.111111111111111,0.102564102564103,0.0526315789473684,0.103448275862069
"","A",22,0.154929577464789,-0.20007401662826,-0.125478927203065,0.194444444444444,0.153846153846154,0.184210526315789,0.0689655172413793
"","B",11,0.0774647887323944,-0.223976405274115,-0.132183908045977,0.166666666666667,0.0769230769230769,0.0263157894736842,0.0344827586206897
"*","C",82,0.577464788732394,0.254256364976406,0.459770114942529,0.333333333333333,0.564102564102564,0.657894736842105,0.793103448275862
"","D",14,0.0985915492957746,-0.287507818807776,-0.194444444444444,0.194444444444444,0.102564102564103,0.0789473684210526,0
"",""
"",""
"Item","madde14"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",12,0.0845070422535211,-0.0897950918717539,0.0134099616858238,0.0555555555555556,0.153846153846154,0.0526315789473684,0.0689655172413793
"","A",17,0.119718309859155,-0.424645452154524,-0.388888888888889,0.388888888888889,0.0769230769230769,0,0
"","B",17,0.119718309859155,-0.238669400648517,-0.166666666666667,0.166666666666667,0.153846153846154,0.131578947368421,0
"*","C",76,0.535211267605634,0.473403565794542,0.757662835249042,0.138888888888889,0.435897435897436,0.736842105263158,0.896551724137931
"","D",20,0.140845070422535,-0.36815032402089,-0.21551724137931,0.25,0.179487179487179,0.0789473684210526,0.0344827586206897
"",""
"",""
"Item","madde15"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",21,0.147887323943662,-0.0164345945295239,0.00574712643678163,0.166666666666667,0.0512820512820513,0.210526315789474,0.172413793103448
"","A",23,0.161971830985915,-0.341774512617791,-0.305555555555556,0.305555555555556,0.153846153846154,0.157894736842105,0
"*","B",48,0.338028169014085,0.151476793706293,0.370689655172414,0.25,0.256410256410256,0.289473684210526,0.620689655172414
"","C",26,0.183098591549296,-0.132649007707203,-0.0977011494252873,0.166666666666667,0.230769230769231,0.236842105263158,0.0689655172413793
"","D",24,0.169014084507042,-0.176060928495251,0.0268199233716475,0.111111111111111,0.307692307692308,0.105263157894737,0.137931034482759
"",""
"",""
"Item","madde16"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",13,0.0915492957746479,-0.248890416408658,-0.125478927203065,0.194444444444444,0.0769230769230769,0.0263157894736842,0.0689655172413793
"","A",32,0.225352112676056,-0.167962704065672,-0.064176245210728,0.305555555555556,0.179487179487179,0.184210526315789,0.241379310344828
"","B",32,0.225352112676056,-0.12121721548106,-0.0086206896551724,0.25,0.282051282051282,0.131578947368421,0.241379310344828
"*","C",43,0.302816901408451,0.152062193422453,0.323754789272031,0.0555555555555556,0.307692307692308,0.473684210526316,0.379310344827586
"","D",22,0.154929577464789,-0.155228837620851,-0.125478927203065,0.194444444444444,0.153846153846154,0.184210526315789,0.0689655172413793
"",""
"",""
"Item","madde17"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",1,0.00704225352112676,-0.115971750812345,-0.0277777777777778,0.0277777777777778,0,0,0
"","A",23,0.161971830985915,-0.229431786410789,-0.159961685823755,0.194444444444444,0.205128205128205,0.184210526315789,0.0344827586206897
"","B",31,0.21830985915493,-0.424649420527133,-0.326628352490421,0.361111111111111,0.282051282051282,0.157894736842105,0.0344827586206897
"","C",27,0.190140845070423,-0.280466182291132,-0.174329501915709,0.277777777777778,0.282051282051282,0.0789473684210526,0.103448275862069
"*","D",60,0.422535211267606,0.478249303180586,0.688697318007663,0.138888888888889,0.230769230769231,0.578947368421053,0.827586206896552
"",""
"",""
"Item","madde18"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",3,0.0211267605633803,-0.0976705722347103,-0.0277777777777778,0.0277777777777778,0,0.0526315789473684,0
"*","A",46,0.323943661971831,0.374942531218883,0.619731800766284,0.138888888888889,0.230769230769231,0.263157894736842,0.758620689655172
"","B",36,0.253521126760563,-0.28439010780196,-0.28544061302682,0.388888888888889,0.230769230769231,0.263157894736842,0.103448275862069
"","C",31,0.21830985915493,-0.273148967508337,-0.187739463601533,0.222222222222222,0.333333333333333,0.236842105263158,0.0344827586206897
"","D",26,0.183098591549296,-0.224789955953574,-0.118773946360153,0.222222222222222,0.205128205128205,0.184210526315789,0.103448275862069
"",""
"",""
"Item","madde19"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",19,0.133802816901408,-0.180928829594699,-0.0699233716475096,0.138888888888889,0.179487179487179,0.131578947368421,0.0689655172413793
"*","A",45,0.316901408450704,0.350500496943568,0.502873563218391,0.0833333333333333,0.205128205128205,0.447368421052632,0.586206896551724
"","B",29,0.204225352112676,-0.177132686665174,-0.0565134099616858,0.194444444444444,0.256410256410256,0.210526315789474,0.137931034482759
"","C",20,0.140845070422535,-0.322724025715232,-0.264367816091954,0.333333333333333,0.102564102564103,0.0526315789473684,0.0689655172413793
"","D",29,0.204225352112676,-0.221114587281436,-0.112068965517241,0.25,0.256410256410256,0.157894736842105,0.137931034482759
"",""
"",""
"Item","madde20"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","",18,0.126760563380282,-0.0640095683792651,0.0268199233716475,0.111111111111111,0.128205128205128,0.131578947368421,0.137931034482759
"","A",18,0.126760563380282,-0.259941796772555,-0.138888888888889,0.138888888888889,0.230769230769231,0.105263157894737,0
"*","B",52,0.366197183098592,0.308319685021311,0.529693486590038,0.194444444444444,0.179487179487179,0.447368421052632,0.724137931034483
"","C",23,0.161971830985915,-0.251206306511545,-0.208812260536398,0.277777777777778,0.153846153846154,0.131578947368421,0.0689655172413793
"","D",31,0.21830985915493,-0.280830250893647,-0.208812260536398,0.277777777777778,0.307692307692308,0.184210526315789,0.0689655172413793
"",""
"",""
